epoch,acc,loss,val_acc,val_loss
0,0.866634982248,0.565762845392,0.816198019811,0.683495962646
1,0.867110248591,0.567556273211,0.816039603979,0.683687100986
2,0.868496442106,0.559819504944,0.817584158425,0.68257041578
3,0.868694469753,0.558303232285,0.817623762343,0.685113141862
4,0.867651524157,0.563675101717,0.816514851499,0.676904189025
5,0.870714351726,0.550527559493,0.814534653569,0.688380308392
6,0.86906412136,0.557053516598,0.81833663364,0.688605716082
7,0.869116928728,0.554641040934,0.817742574272,0.679872156233
8,0.869116928726,0.554983169543,0.817702970311,0.685636910502
9,0.869895837463,0.551545592654,0.819801980207,0.681114682948
10,0.869961846679,0.554557411145,0.820356435658,0.675096207652
11,0.87014667248,0.549082164898,0.818099009906,0.68226353281
12,0.869961846678,0.550652822724,0.819683168293,0.676777355841
13,0.871493260465,0.549170489728,0.816673267303,0.684011877985
14,0.869882635621,0.552705284696,0.814178217883,0.692394008443
15,0.869407369273,0.552898581301,0.819009900995,0.677351768144
16,0.871414049408,0.545748288864,0.820316831778,0.677126024851
17,0.871876113909,0.544431676301,0.819643564366,0.67638789409
18,0.870912379371,0.552135952143,0.81766336636,0.683480939563
19,0.871876113912,0.548000777517,0.817663366313,0.678907138711
20,0.872721031858,0.545004713273,0.820000000014,0.679757718521
21,0.871928921281,0.544539179347,0.817623762428,0.687952571798
22,0.870661544356,0.54985899142,0.819207920887,0.680224226149
23,0.871955324967,0.546836292625,0.817900990075,0.679882068563
24,0.872074141551,0.546564107305,0.816118811858,0.685472992807
25,0.871559269677,0.548585102367,0.819326732725,0.675867135756
26,0.872958665032,0.539399813485,0.818811881207,0.680439208168
27,0.872100545237,0.546867072627,0.820514851537,0.68134071428
28,0.871506462308,0.544240184471,0.818772277237,0.682559876168
29,0.871928921281,0.547594897397,0.819287128732,0.683759773788
30,0.872496600533,0.544365504389,0.815485148567,0.68299036636
31,0.871189618074,0.547291863476,0.818653465398,0.678546387561
